Code,Date,Time,Height(m)
2,30/09/2018,16:05:00,3120
2,30/09/2018,16:10:00,3180
2,30/09/2018,16:15:00,3220
2,30/09/2018,16:20:00,3280
2,30/09/2018,16:25:00,3340
2,30/09/2018,16:30:00,3400
2,30/09/2018,16:35:00,3450
2,30/09/2018,16:40:00,3500
2,30/09/2018,16:45:00,3550
2,30/09/2018,16:50:00,3600
2,30/09/2018,16:55:00,3650
2,30/09/2018,17:00:00,3690
2,30/09/2018,17:05:00,3750
2,30/09/2018,17:10:00,3790
2,30/09/2018,17:15:00,3830
2,30/09/2018,17:20:00,3860
2,30/09/2018,17:25:00,3900
2,30/09/2018,17:30:00,3940
2,30/09/2018,17:35:00,3970
2,30/09/2018,17:40:00,4000
2,30/09/2018,17:45:00,4030
2,30/09/2018,17:50:00,4060
2,30/09/2018,17:55:00,4080
2,30/09/2018,18:00:00,4100
2,30/09/2018,18:05:00,4130
2,30/09/2018,18:10:00,4150
2,30/09/2018,18:15:00,4170
2,30/09/2018,18:20:00,4180
2,30/09/2018,18:25:00,4190
2,30/09/2018,18:30:00,4210
2,30/09/2018,18:35:00,4210
2,30/09/2018,18:40:00,4210
2,30/09/2018,18:45:00,4210
2,30/09/2018,18:50:00,4220
2,30/09/2018,18:55:00,4200
2,30/09/2018,19:00:00,4200
2,30/09/2018,19:05:00,4190
2,30/09/2018,19:10:00,4180
2,30/09/2018,19:15:00,4160
2,30/09/2018,19:20:00,4150
2,30/09/2018,19:25:00,4130
2,30/09/2018,19:30:00,4110
2,30/09/2018,19:35:00,4100
2,30/09/2018,19:40:00,4060
2,30/09/2018,19:45:00,4050
2,30/09/2018,19:50:00,4040
2,30/09/2018,19:55:00,3990
2,30/09/2018,20:00:00,3970
2,30/09/2018,20:05:00,3930
2,30/09/2018,20:10:00,3910
2,30/09/2018,20:15:00,3850
2,30/09/2018,20:20:00,3830
2,30/09/2018,20:25:00,3790
2,30/09/2018,20:30:00,3740
2,30/09/2018,20:35:00,3710
2,30/09/2018,20:40:00,3660
2,30/09/2018,20:45:00,3630
2,30/09/2018,20:50:00,3570
2,30/09/2018,20:55:00,3520
2,30/09/2018,21:00:00,3470
2,30/09/2018,21:05:00,3420
2,30/09/2018,21:10:00,3370
2,30/09/2018,21:15:00,3310
2,30/09/2018,21:20:00,3260
2,30/09/2018,21:25:00,3210
2,30/09/2018,21:30:00,3150
2,30/09/2018,21:35:00,3080
2,30/09/2018,21:40:00,3030
2,30/09/2018,21:45:00,2970
2,30/09/2018,21:50:00,2910
2,30/09/2018,21:55:00,2860
2,30/09/2018,22:00:00,2790
2,30/09/2018,22:05:00,2740
2,30/09/2018,22:10:00,2680
2,30/09/2018,22:15:00,2620
2,30/09/2018,22:20:00,2560
2,30/09/2018,22:25:00,2520
2,30/09/2018,22:30:00,2450
2,30/09/2018,22:35:00,2390
2,30/09/2018,22:40:00,2330
2,30/09/2018,22:45:00,2290
2,30/09/2018,22:50:00,2240
2,30/09/2018,22:55:00,2190
2,30/09/2018,23:00:00,2150
2,30/09/2018,23:05:00,2090
2,30/09/2018,23:10:00,2040
2,30/09/2018,23:15:00,1990
2,30/09/2018,23:20:00,1950
2,30/09/2018,23:25:00,1920
2,30/09/2018,23:30:00,1880
2,30/09/2018,23:35:00,1830
2,30/09/2018,23:40:00,1810
2,30/09/2018,23:45:00,1760
2,30/09/2018,23:50:00,1730
2,30/09/2018,23:55:00,1710
2,1/10/2018,0:05:00,1650
2,1/10/2018,0:10:00,1620
2,1/10/2018,0:15:00,1600
2,1/10/2018,0:20:00,1580
2,1/10/2018,0:25:00,1570
2,1/10/2018,0:30:00,1560
2,1/10/2018,0:35:00,1550
2,1/10/2018,0:40:00,1520
2,1/10/2018,0:45:00,1510
2,1/10/2018,0:50:00,1520
2,1/10/2018,0:55:00,1530
2,1/10/2018,1:00:00,1520
2,1/10/2018,1:05:00,1540
2,1/10/2018,1:10:00,1540
2,1/10/2018,1:15:00,1550
2,1/10/2018,1:20:00,1560
2,1/10/2018,1:25:00,1570
2,1/10/2018,1:30:00,1600
2,1/10/2018,1:35:00,1620
2,1/10/2018,1:40:00,1650
2,1/10/2018,1:45:00,1660
2,1/10/2018,1:50:00,1680
2,1/10/2018,1:55:00,1710
2,1/10/2018,2:00:00,1740
2,1/10/2018,2:05:00,1770
2,1/10/2018,2:10:00,1800
2,1/10/2018,2:15:00,1830
2,1/10/2018,2:20:00,1870
2,1/10/2018,2:25:00,1900
2,1/10/2018,2:30:00,1950
2,1/10/2018,2:35:00,1990
2,1/10/2018,2:40:00,2040
2,1/10/2018,2:45:00,2080
2,1/10/2018,2:50:00,2130
2,1/10/2018,2:55:00,2170
2,1/10/2018,3:00:00,2220
2,1/10/2018,3:05:00,2270
2,1/10/2018,3:10:00,2320
2,1/10/2018,3:15:00,2380
2,1/10/2018,3:20:00,2420
2,1/10/2018,3:25:00,2470
2,1/10/2018,3:30:00,2520
2,1/10/2018,3:35:00,2570
2,1/10/2018,3:40:00,2620
2,1/10/2018,3:45:00,2670
2,1/10/2018,3:50:00,2730
2,1/10/2018,3:55:00,2770
2,1/10/2018,4:00:00,2820
2,1/10/2018,4:05:00,2890
2,1/10/2018,4:10:00,2930
2,1/10/2018,4:15:00,3000
2,1/10/2018,4:20:00,3030
2,1/10/2018,4:25:00,3090
2,1/10/2018,4:30:00,3140
2,1/10/2018,4:35:00,3190
2,1/10/2018,4:40:00,3230
2,1/10/2018,4:45:00,3290
2,1/10/2018,4:50:00,3340
2,1/10/2018,4:55:00,3380
2,1/10/2018,5:00:00,3420
2,1/10/2018,5:05:00,3480
2,1/10/2018,5:10:00,3520
2,1/10/2018,5:15:00,3550
2,1/10/2018,5:20:00,3590
2,1/10/2018,5:25:00,3630
2,1/10/2018,5:30:00,3670
2,1/10/2018,5:35:00,3700
2,1/10/2018,5:40:00,3720
2,1/10/2018,5:45:00,3760
2,1/10/2018,5:50:00,3790
2,1/10/2018,5:55:00,3820
2,1/10/2018,6:00:00,3840
2,1/10/2018,6:05:00,3870
2,1/10/2018,6:10:00,3900
2,1/10/2018,6:15:00,3930
2,1/10/2018,6:20:00,3930
2,1/10/2018,6:25:00,3960
2,1/10/2018,6:30:00,3960
2,1/10/2018,6:35:00,3990
2,1/10/2018,6:40:00,4000
2,1/10/2018,6:45:00,4010
2,1/10/2018,6:50:00,4030
2,1/10/2018,6:55:00,4030
2,1/10/2018,7:00:00,4040
2,1/10/2018,7:05:00,4040
2,1/10/2018,7:10:00,4030
2,1/10/2018,7:15:00,4030
2,1/10/2018,7:20:00,4030
2,1/10/2018,7:25:00,4020
2,1/10/2018,7:30:00,4020
2,1/10/2018,7:35:00,4020
2,1/10/2018,7:40:00,3990
2,1/10/2018,7:45:00,3980
2,1/10/2018,7:50:00,3970
2,1/10/2018,7:55:00,3960
2,1/10/2018,8:00:00,3950
2,1/10/2018,8:05:00,3930
2,1/10/2018,8:10:00,3900
2,1/10/2018,8:15:00,3880
2,1/10/2018,8:20:00,3850
2,1/10/2018,8:25:00,3820
2,1/10/2018,8:30:00,3810
2,1/10/2018,8:35:00,3780
2,1/10/2018,8:40:00,3750
2,1/10/2018,8:45:00,3710
2,1/10/2018,8:50:00,3680
2,1/10/2018,8:55:00,3630
2,1/10/2018,9:00:00,3590
2,1/10/2018,9:05:00,3550
2,1/10/2018,9:10:00,3540
2,1/10/2018,9:15:00,3470
2,1/10/2018,9:20:00,3420
2,1/10/2018,9:25:00,3380
2,1/10/2018,9:30:00,3340
2,1/10/2018,9:35:00,3290
2,1/10/2018,9:40:00,3230
2,1/10/2018,9:45:00,3200
2,1/10/2018,9:50:00,3140
2,1/10/2018,9:55:00,3080
2,1/10/2018,10:00:00,3030
2,1/10/2018,10:05:00,3000
2,1/10/2018,10:10:00,2930
2,1/10/2018,10:15:00,2870
2,1/10/2018,10:20:00,2830
2,1/10/2018,10:25:00,2790
2,1/10/2018,10:30:00,2740
2,1/10/2018,10:35:00,2690
2,1/10/2018,10:40:00,2610
2,1/10/2018,10:45:00,2570
2,1/10/2018,10:50:00,2530
2,1/10/2018,10:55:00,2460
2,1/10/2018,11:00:00,2410
2,1/10/2018,11:05:00,2380
2,1/10/2018,11:10:00,2330
2,1/10/2018,11:15:00,2270
2,1/10/2018,11:20:00,2230
2,1/10/2018,11:25:00,2170
2,1/10/2018,11:30:00,2130
2,1/10/2018,11:35:00,2090
2,1/10/2018,11:40:00,2050
2,1/10/2018,11:45:00,2020
2,1/10/2018,11:50:00,1990
2,1/10/2018,11:55:00,1920
2,1/10/2018,12:00:00,1890
2,1/10/2018,12:05:00,1860
2,1/10/2018,12:10:00,1830
2,1/10/2018,12:15:00,1800
2,1/10/2018,12:20:00,1770
2,1/10/2018,12:25:00,1740
2,1/10/2018,12:30:00,1700
2,1/10/2018,12:35:00,1690
2,1/10/2018,12:40:00,1680
2,1/10/2018,12:45:00,1640
2,1/10/2018,12:50:00,1640
2,1/10/2018,12:55:00,1630
2,1/10/2018,13:00:00,1600
2,1/10/2018,13:05:00,1590
2,1/10/2018,13:10:00,1570
2,1/10/2018,13:15:00,1580
2,1/10/2018,13:20:00,1560
2,1/10/2018,13:25:00,1570
2,1/10/2018,13:30:00,1570
2,1/10/2018,13:35:00,1560
2,1/10/2018,13:40:00,1590
2,1/10/2018,13:45:00,1600
2,1/10/2018,13:50:00,1600
2,1/10/2018,13:55:00,1610
2,1/10/2018,14:00:00,1630
2,1/10/2018,14:05:00,1640
2,1/10/2018,14:10:00,1660
2,1/10/2018,14:15:00,1690
2,1/10/2018,14:20:00,1700
2,1/10/2018,14:25:00,1730
2,1/10/2018,14:30:00,1740
2,1/10/2018,14:35:00,1760
2,1/10/2018,14:40:00,1800
2,1/10/2018,14:45:00,1830
2,1/10/2018,14:50:00,1870
2,1/10/2018,14:55:00,1890
2,1/10/2018,15:00:00,1930
2,1/10/2018,15:05:00,1960
2,1/10/2018,15:10:00,2000
2,1/10/2018,15:15:00,2040
2,1/10/2018,15:20:00,2100
2,1/10/2018,15:25:00,2120
2,1/10/2018,15:30:00,2160
2,1/10/2018,15:35:00,2190
2,1/10/2018,15:40:00,2260
2,1/10/2018,15:45:00,2300
2,1/10/2018,15:50:00,2350
2,1/10/2018,15:55:00,2380
2,1/10/2018,16:00:00,2450
2,1/10/2018,16:05:00,2470
2,1/10/2018,16:10:00,2520
2,1/10/2018,16:15:00,2570
2,1/10/2018,16:20:00,2600
2,1/10/2018,16:25:00,2650
2,1/10/2018,16:30:00,2710
2,1/10/2018,16:35:00,2750
2,1/10/2018,16:40:00,2790
2,1/10/2018,16:45:00,2820
2,1/10/2018,16:50:00,2880
2,1/10/2018,16:55:00,2930
2,1/10/2018,17:00:00,3010
2,1/10/2018,17:05:00,3040
2,1/10/2018,17:10:00,3080
2,1/10/2018,17:15:00,3120
2,1/10/2018,17:20:00,3170
2,1/10/2018,17:25:00,3220
2,1/10/2018,17:30:00,3260
2,1/10/2018,17:35:00,3300
2,1/10/2018,17:40:00,3330
2,1/10/2018,17:45:00,3390
2,1/10/2018,17:50:00,3420
2,1/10/2018,17:55:00,3480
2,1/10/2018,18:00:00,3500
2,1/10/2018,18:05:00,3520
2,1/10/2018,18:10:00,3570
2,1/10/2018,18:15:00,3610
2,1/10/2018,18:20:00,3640
2,1/10/2018,18:25:00,3640
2,1/10/2018,18:30:00,3690
2,1/10/2018,18:35:00,3700
2,1/10/2018,18:40:00,3740
2,1/10/2018,18:45:00,3760
2,1/10/2018,18:50:00,3800
2,1/10/2018,18:55:00,3800
2,1/10/2018,19:00:00,3810
2,1/10/2018,19:05:00,3830
2,1/10/2018,19:10:00,3880
2,1/10/2018,19:15:00,3830
2,1/10/2018,19:20:00,3880
2,1/10/2018,19:25:00,3870
2,1/10/2018,19:30:00,3870
2,1/10/2018,19:35:00,3890
2,1/10/2018,19:40:00,3870
2,1/10/2018,19:45:00,3900
2,1/10/2018,19:50:00,3890
2,1/10/2018,19:55:00,3880
2,1/10/2018,20:00:00,3880
2,1/10/2018,20:05:00,3850
2,1/10/2018,20:10:00,3870
2,1/10/2018,20:15:00,3850
2,1/10/2018,20:20:00,3840
2,1/10/2018,20:25:00,3830
2,1/10/2018,20:30:00,3820
2,1/10/2018,20:35:00,3810
2,1/10/2018,20:40:00,3800
2,1/10/2018,20:45:00,3800
2,1/10/2018,20:50:00,3750
2,1/10/2018,20:55:00,3710
2,1/10/2018,21:00:00,3690
2,1/10/2018,21:05:00,3690
2,1/10/2018,21:10:00,3650
2,1/10/2018,21:15:00,3610
2,1/10/2018,21:20:00,3590
2,1/10/2018,21:25:00,3560
2,1/10/2018,21:30:00,3520
2,1/10/2018,21:35:00,3480
2,1/10/2018,21:40:00,3450
2,1/10/2018,21:45:00,3410
2,1/10/2018,21:50:00,3360
2,1/10/2018,21:55:00,3300
2,1/10/2018,22:00:00,3290
2,1/10/2018,22:05:00,3240
2,1/10/2018,22:10:00,3190
2,1/10/2018,22:15:00,3150
2,1/10/2018,22:20:00,3110
2,1/10/2018,22:25:00,3050
2,1/10/2018,22:30:00,2990
2,1/10/2018,22:35:00,2970
2,1/10/2018,22:40:00,2930
2,1/10/2018,22:45:00,2880
2,1/10/2018,22:50:00,2830
2,1/10/2018,22:55:00,2780
2,1/10/2018,23:00:00,2700
2,1/10/2018,23:05:00,2680
2,1/10/2018,23:10:00,2620
2,1/10/2018,23:15:00,2580
2,1/10/2018,23:20:00,2540
2,1/10/2018,23:25:00,2490
2,1/10/2018,23:30:00,2460
2,1/10/2018,23:35:00,2370
2,1/10/2018,23:40:00,2350
2,1/10/2018,23:45:00,2310
2,1/10/2018,23:50:00,2250
2,1/10/2018,23:55:00,2230
2,2/10/2018,0:00:00,2160
2,2/10/2018,0:05:00,2140
2,2/10/2018,0:10:00,2100
2,2/10/2018,0:15:00,2070
2,2/10/2018,0:20:00,2030
2,2/10/2018,0:25:00,2000
2,2/10/2018,0:30:00,1960
2,2/10/2018,0:35:00,1940
2,2/10/2018,0:40:00,1920
2,2/10/2018,0:45:00,1880
2,2/10/2018,0:50:00,1860
2,2/10/2018,0:55:00,1830
2,2/10/2018,1:00:00,1820
2,2/10/2018,1:05:00,1800
2,2/10/2018,1:10:00,1770
2,2/10/2018,1:15:00,1760
2,2/10/2018,1:20:00,1740
2,2/10/2018,1:25:00,1740
2,2/10/2018,1:30:00,1740
2,2/10/2018,1:35:00,1720
2,2/10/2018,1:40:00,1730
2,2/10/2018,1:45:00,1720
2,2/10/2018,1:50:00,1710
2,2/10/2018,1:55:00,1740
2,2/10/2018,2:00:00,1730
2,2/10/2018,2:05:00,1740
2,2/10/2018,2:10:00,1750
2,2/10/2018,2:15:00,1770
2,2/10/2018,2:20:00,1780
2,2/10/2018,2:25:00,1790
2,2/10/2018,2:30:00,1810
2,2/10/2018,2:35:00,1830
2,2/10/2018,2:40:00,1850
2,2/10/2018,2:45:00,1860
2,2/10/2018,2:50:00,1890
2,2/10/2018,2:55:00,1900
2,2/10/2018,3:00:00,1930
2,2/10/2018,3:05:00,1960
2,2/10/2018,3:10:00,1970
2,2/10/2018,3:15:00,2010
2,2/10/2018,3:20:00,2050
2,2/10/2018,3:25:00,2060
2,2/10/2018,3:30:00,2120
2,2/10/2018,3:35:00,2140
2,2/10/2018,3:40:00,2170
2,2/10/2018,3:45:00,2220
2,2/10/2018,3:50:00,2250
2,2/10/2018,3:55:00,2300
2,2/10/2018,4:00:00,2320
2,2/10/2018,4:05:00,2370
2,2/10/2018,4:10:00,2410
2,2/10/2018,4:15:00,2440
2,2/10/2018,4:20:00,2490
2,2/10/2018,4:25:00,2540
2,2/10/2018,4:30:00,2580
2,2/10/2018,4:35:00,2620
2,2/10/2018,4:40:00,2680
2,2/10/2018,4:45:00,2720
2,2/10/2018,4:50:00,2750
2,2/10/2018,4:55:00,2800
2,2/10/2018,5:00:00,2840
2,2/10/2018,5:05:00,2870
2,2/10/2018,5:10:00,2930
2,2/10/2018,5:15:00,2950
2,2/10/2018,5:20:00,3000
2,2/10/2018,5:25:00,3050
2,2/10/2018,5:30:00,3090
2,2/10/2018,5:35:00,3130
2,2/10/2018,5:40:00,3180
2,2/10/2018,5:45:00,3220
2,2/10/2018,5:50:00,3250
2,2/10/2018,5:55:00,3290
2,2/10/2018,6:00:00,3330
2,2/10/2018,6:05:00,3360
2,2/10/2018,6:10:00,3410
2,2/10/2018,6:15:00,3420
2,2/10/2018,6:20:00,3470
2,2/10/2018,6:25:00,3500
2,2/10/2018,6:30:00,3520
2,2/10/2018,6:35:00,3550
2,2/10/2018,6:40:00,3570
2,2/10/2018,6:45:00,3610
2,2/10/2018,6:50:00,3630
2,2/10/2018,6:55:00,3660
2,2/10/2018,7:00:00,3680
2,2/10/2018,7:05:00,3710
2,2/10/2018,7:10:00,3710
2,2/10/2018,7:15:00,3710
2,2/10/2018,7:20:00,3750
2,2/10/2018,7:25:00,3770
2,2/10/2018,7:30:00,3790
2,2/10/2018,7:35:00,3790
2,2/10/2018,7:40:00,3810
2,2/10/2018,7:45:00,3770
2,2/10/2018,7:50:00,3820
2,2/10/2018,7:55:00,3840
2,2/10/2018,8:00:00,3830
2,2/10/2018,8:05:00,3840
2,2/10/2018,8:10:00,3830
2,2/10/2018,8:15:00,3850
2,2/10/2018,8:20:00,3840
2,2/10/2018,8:25:00,3830
2,2/10/2018,8:30:00,3840
2,2/10/2018,8:35:00,3820
2,2/10/2018,8:40:00,3810
2,2/10/2018,8:45:00,3800
2,2/10/2018,8:50:00,3810
2,2/10/2018,8:55:00,3800
2,2/10/2018,9:00:00,3770
2,2/10/2018,9:05:00,3760
2,2/10/2018,9:10:00,3730
2,2/10/2018,9:15:00,3720
2,2/10/2018,9:20:00,3710
2,2/10/2018,9:25:00,3700
2,2/10/2018,9:30:00,3660
2,2/10/2018,9:35:00,3660
2,2/10/2018,9:40:00,3630
2,2/10/2018,9:45:00,3610
2,2/10/2018,9:50:00,3560
2,2/10/2018,9:55:00,3540
2,2/10/2018,10:00:00,3490
2,2/10/2018,10:05:00,3470
2,2/10/2018,10:10:00,3420
2,2/10/2018,10:15:00,3390
2,2/10/2018,10:20:00,3360
2,2/10/2018,10:25:00,3310
2,2/10/2018,10:30:00,3290
2,2/10/2018,10:35:00,3250
2,2/10/2018,10:40:00,3190
2,2/10/2018,10:45:00,3180
2,2/10/2018,10:50:00,3130
2,2/10/2018,10:55:00,3090
2,2/10/2018,11:00:00,3050
2,2/10/2018,11:05:00,3020
2,2/10/2018,11:10:00,2960
2,2/10/2018,11:15:00,2930
2,2/10/2018,11:20:00,2870
2,2/10/2018,11:25:00,2820
2,2/10/2018,11:30:00,2790
2,2/10/2018,11:35:00,2740
2,2/10/2018,11:40:00,2700
2,2/10/2018,11:45:00,2640
2,2/10/2018,11:50:00,2600
2,2/10/2018,11:55:00,2560
2,2/10/2018,12:00:00,2520
2,2/10/2018,12:05:00,2460
2,2/10/2018,12:10:00,2430
2,2/10/2018,12:15:00,2390
2,2/10/2018,12:20:00,2360
2,2/10/2018,12:25:00,2300
2,2/10/2018,12:30:00,2250
2,2/10/2018,12:35:00,2220
2,2/10/2018,12:40:00,2180
2,2/10/2018,12:45:00,2150
2,2/10/2018,12:50:00,2120
2,2/10/2018,12:55:00,2080
2,2/10/2018,13:00:00,2050
2,2/10/2018,13:05:00,2010
2,2/10/2018,13:10:00,1990
2,2/10/2018,13:15:00,1950
2,2/10/2018,13:20:00,1940
2,2/10/2018,13:25:00,1910
2,2/10/2018,13:30:00,1870
2,2/10/2018,13:35:00,1870
2,2/10/2018,13:40:00,1850
2,2/10/2018,13:45:00,1830
2,2/10/2018,13:50:00,1800
2,2/10/2018,13:55:00,1790
2,2/10/2018,14:00:00,1780
2,2/10/2018,14:05:00,1770
2,2/10/2018,14:10:00,1760
2,2/10/2018,14:15:00,1760
2,2/10/2018,14:20:00,1740
2,2/10/2018,14:25:00,1750
2,2/10/2018,14:30:00,1740
2,2/10/2018,14:35:00,1740
2,2/10/2018,14:40:00,1760
2,2/10/2018,14:45:00,1750
2,2/10/2018,14:50:00,1760
2,2/10/2018,14:55:00,1770
2,2/10/2018,15:00:00,1790
2,2/10/2018,15:05:00,1780
2,2/10/2018,15:10:00,1790
2,2/10/2018,15:15:00,1800
2,2/10/2018,15:20:00,1810
2,2/10/2018,15:25:00,1840
2,2/10/2018,15:30:00,1850
2,2/10/2018,15:35:00,1860
2,2/10/2018,15:40:00,1900
2,2/10/2018,15:45:00,1910
2,2/10/2018,15:50:00,1930
2,2/10/2018,15:55:00,1950
2,2/10/2018,16:00:00,1980
2,2/10/2018,16:05:00,2000
2,2/10/2018,16:10:00,2030
2,2/10/2018,16:15:00,2070
2,2/10/2018,16:20:00,2100
2,2/10/2018,16:25:00,2130
2,2/10/2018,16:30:00,2160
2,2/10/2018,16:35:00,2210
2,2/10/2018,16:40:00,2230
2,2/10/2018,16:45:00,2270
2,2/10/2018,16:50:00,2300
2,2/10/2018,16:55:00,2350
2,2/10/2018,17:00:00,2380
2,2/10/2018,17:05:00,2420
2,2/10/2018,17:10:00,2450
2,2/10/2018,17:15:00,2490
2,2/10/2018,17:20:00,2530
2,2/10/2018,17:25:00,2570
2,2/10/2018,17:30:00,2630
2,2/10/2018,17:35:00,2650
2,2/10/2018,17:40:00,2700
2,2/10/2018,17:45:00,2710
2,2/10/2018,17:50:00,2760
2,2/10/2018,17:55:00,2810
2,2/10/2018,18:00:00,2850
2,2/10/2018,18:05:00,2880
2,2/10/2018,18:10:00,2910
2,2/10/2018,18:15:00,2960
2,2/10/2018,18:20:00,2990
2,2/10/2018,18:25:00,3040
2,2/10/2018,18:30:00,3080
2,2/10/2018,18:35:00,3100
2,2/10/2018,18:40:00,3130
2,2/10/2018,18:45:00,3180
2,2/10/2018,18:50:00,3210
2,2/10/2018,18:55:00,3240
2,2/10/2018,19:00:00,3280
2,2/10/2018,19:05:00,3310
2,2/10/2018,19:10:00,3330
2,2/10/2018,19:15:00,3370
2,2/10/2018,19:20:00,3390
2,2/10/2018,19:25:00,3410
2,2/10/2018,19:30:00,3420
2,2/10/2018,19:35:00,3460
2,2/10/2018,19:40:00,3460
2,2/10/2018,19:45:00,3510
2,2/10/2018,19:50:00,3530
2,2/10/2018,19:55:00,3540
2,2/10/2018,20:00:00,3560
2,2/10/2018,20:05:00,3580
2,2/10/2018,20:10:00,3590
2,2/10/2018,20:15:00,3610
2,2/10/2018,20:20:00,3620
2,2/10/2018,20:25:00,3640
2,2/10/2018,20:30:00,3640
2,2/10/2018,20:35:00,3670
2,2/10/2018,20:40:00,3660
2,2/10/2018,20:45:00,3670
2,2/10/2018,20:50:00,3680
2,2/10/2018,20:55:00,3690
2,2/10/2018,21:00:00,3680
2,2/10/2018,21:05:00,3690
2,2/10/2018,21:10:00,3690
2,2/10/2018,21:15:00,3700
2,2/10/2018,21:20:00,3680
2,2/10/2018,21:25:00,3670
2,2/10/2018,21:30:00,3660
2,2/10/2018,21:35:00,3670
2,2/10/2018,21:40:00,3650
2,2/10/2018,21:45:00,3650
2,2/10/2018,21:50:00,3630
2,2/10/2018,21:55:00,3620
2,2/10/2018,22:00:00,3610
2,2/10/2018,22:05:00,3600
2,2/10/2018,22:10:00,3570
2,2/10/2018,22:15:00,3550
2,2/10/2018,22:20:00,3530
2,2/10/2018,22:25:00,3500
2,2/10/2018,22:30:00,3480
2,2/10/2018,22:35:00,3460
2,2/10/2018,22:40:00,3430
2,2/10/2018,22:45:00,3390
2,2/10/2018,22:50:00,3370
2,2/10/2018,22:55:00,3340
2,2/10/2018,23:00:00,3300
2,2/10/2018,23:05:00,3250
2,2/10/2018,23:10:00,3230
2,2/10/2018,23:15:00,3180
2,2/10/2018,23:20:00,3150
2,2/10/2018,23:25:00,3110
2,2/10/2018,23:30:00,3080
2,2/10/2018,23:35:00,3050
2,2/10/2018,23:40:00,3000
2,2/10/2018,23:45:00,2970
2,2/10/2018,23:50:00,2930
2,2/10/2018,23:55:00,2880
2,3/10/2018,0:00:00,2840
2,3/10/2018,0:05:00,2810
2,3/10/2018,0:10:00,2770
2,3/10/2018,0:15:00,2730
2,3/10/2018,0:20:00,2680
2,3/10/2018,0:25:00,2650
2,3/10/2018,0:30:00,2600
2,3/10/2018,0:35:00,2570
2,3/10/2018,0:40:00,2520
2,3/10/2018,0:45:00,2490
2,3/10/2018,0:50:00,2450
2,3/10/2018,0:55:00,2420
2,3/10/2018,1:00:00,2380
2,3/10/2018,1:05:00,2340
2,3/10/2018,1:10:00,2310
2,3/10/2018,1:15:00,2280
2,3/10/2018,1:20:00,2240
2,3/10/2018,1:25:00,2220
2,3/10/2018,1:30:00,2190
2,3/10/2018,1:35:00,2160
2,3/10/2018,1:40:00,2130
2,3/10/2018,1:45:00,2100
2,3/10/2018,1:50:00,2070
2,3/10/2018,1:55:00,2040
2,3/10/2018,2:00:00,2020
2,3/10/2018,2:05:00,2000
2,3/10/2018,2:10:00,1980
2,3/10/2018,2:15:00,1960
2,3/10/2018,2:20:00,1940
2,3/10/2018,2:25:00,1920
2,3/10/2018,2:30:00,1910
2,3/10/2018,2:35:00,1900
2,3/10/2018,2:40:00,1890
2,3/10/2018,2:45:00,1890
2,3/10/2018,2:50:00,1870
2,3/10/2018,2:55:00,1860
2,3/10/2018,3:00:00,1870
2,3/10/2018,3:05:00,1880
2,3/10/2018,3:10:00,1870
2,3/10/2018,3:15:00,1870
2,3/10/2018,3:20:00,1880
2,3/10/2018,3:25:00,1890
2,3/10/2018,3:30:00,1890
2,3/10/2018,3:35:00,1900
2,3/10/2018,3:40:00,1910
2,3/10/2018,3:45:00,1930
2,3/10/2018,3:50:00,1940
2,3/10/2018,3:55:00,1950
2,3/10/2018,4:00:00,1960
2,3/10/2018,4:05:00,1990
2,3/10/2018,4:10:00,2010
2,3/10/2018,4:15:00,2020
2,3/10/2018,4:20:00,2040
2,3/10/2018,4:25:00,2060
2,3/10/2018,4:30:00,2080
2,3/10/2018,4:35:00,2110
2,3/10/2018,4:40:00,2140
2,3/10/2018,4:45:00,2160
2,3/10/2018,4:50:00,2200
2,3/10/2018,4:55:00,2220
2,3/10/2018,5:00:00,2250
2,3/10/2018,5:05:00,2300
2,3/10/2018,5:10:00,2320
2,3/10/2018,5:15:00,2360
2,3/10/2018,5:20:00,2380
2,3/10/2018,5:25:00,2410
2,3/10/2018,5:30:00,2450
2,3/10/2018,5:35:00,2490
2,3/10/2018,5:40:00,2520
2,3/10/2018,5:45:00,2560
2,3/10/2018,5:50:00,2590
2,3/10/2018,5:55:00,2620
2,3/10/2018,6:00:00,2660
2,3/10/2018,6:05:00,2700
2,3/10/2018,6:10:00,2740
2,3/10/2018,6:15:00,2770
2,3/10/2018,6:20:00,2800
2,3/10/2018,6:25:00,2840
2,3/10/2018,6:30:00,2890
2,3/10/2018,6:35:00,2920
2,3/10/2018,6:40:00,2960
2,3/10/2018,6:45:00,3000
2,3/10/2018,6:50:00,3030
2,3/10/2018,6:55:00,3070
2,3/10/2018,7:00:00,3110
2,3/10/2018,7:05:00,3140
2,3/10/2018,7:10:00,3180
2,3/10/2018,7:15:00,3210
2,3/10/2018,7:20:00,3240
2,3/10/2018,7:25:00,3270
2,3/10/2018,7:30:00,3300
2,3/10/2018,7:35:00,3330
2,3/10/2018,7:40:00,3360
2,3/10/2018,7:45:00,3380
2,3/10/2018,7:50:00,3410
2,3/10/2018,7:55:00,3430
2,3/10/2018,8:00:00,3450
2,3/10/2018,8:05:00,3480
2,3/10/2018,8:10:00,3500
2,3/10/2018,8:15:00,3530
2,3/10/2018,8:20:00,3550
2,3/10/2018,8:25:00,3570
